superpop,pathway,n_genes,n_below,expected_below,fold,perm_p,q
EUR,GO:Regulation Of Presynapse Organization (GO:0099174),12,3,1.1372979758355561,2.6378311258278146,0.10035,1.0
EUR,GO:Response To Increased Oxygen Levels (GO:0036296),6,2,0.5686489879177781,3.5171081677704197,0.10035,1.0
EUR,GO:Positive Regulation Of Activation Of Janus Kinase Activity (GO:0010536),6,2,0.5686489879177781,3.5171081677704197,0.1005,1.0
EUR,GO:Nucleotide Catabolic Process (GO:0009166),6,2,0.5686489879177781,3.5171081677704197,0.10065,1.0
EUR,GO:Late Endosome To Vacuole Transport (GO:0045324),19,4,1.8007217950729641,2.2213314743813175,0.1007,1.0
EUR,GO:Cellular Response To Catecholamine Stimulus (GO:0071870),19,4,1.8007217950729641,2.2213314743813175,0.1009,1.0
EUR,GO:Bicarbonate Transport (GO:0015701),19,4,1.8007217950729641,2.2213314743813175,0.1011,1.0
EUR,GO:Positive Regulation Of T-helper 17 Cell Differentiation (GO:2000321),6,2,0.5686489879177781,3.5171081677704197,0.10145,1.0
EUR,GO:Hindlimb Morphogenesis (GO:0035137),6,2,0.5686489879177781,3.5171081677704197,0.10175,1.0
EUR,GO:Regulation Of Cell Projection Organization (GO:0031344),12,3,1.1372979758355561,2.6378311258278146,0.10175,1.0
EUR,GO:Regulation Of Myosin-Light-Chain-Phosphatase Activity (GO:0035507),6,2,0.5686489879177781,3.5171081677704197,0.1018,1.0
EUR,GO:Transcription Initiation-Coupled Chromatin Remodeling (GO:0045815),34,6,3.2223442648674094,1.8619984417608102,0.10185,1.0
EUR,GO:Positive Regulation Of Respiratory Burst (GO:0060267),6,2,0.5686489879177781,3.5171081677704197,0.1028,1.0
EUR,GO:G-quadruplex DNA Unwinding (GO:0044806),6,2,0.5686489879177781,3.5171081677704197,0.10305,1.0
EUR,GO:Negative Regulation Of Catecholamine Secretion (GO:0033604),6,2,0.5686489879177781,3.5171081677704197,0.1034,1.0
EUR,GO:Regulation Of Hemoglobin Biosynthetic Process (GO:0046984),6,2,0.5686489879177781,3.5171081677704197,0.10365,1.0
EUR,GO:Nucleotide Transport (GO:0006862),6,2,0.5686489879177781,3.5171081677704197,0.10415,1.0
EUR,GO:Positive Regulation Of Spindle Assembly (GO:1905832),6,2,0.5686489879177781,3.5171081677704197,0.10435,1.0
EUR,GO:Formation Of Translation Preinitiation Complex (GO:0001731),6,2,0.5686489879177781,3.5171081677704197,0.10475,1.0
EUR,GO:Morphogenesis Of An Epithelium (GO:0002009),27,5,2.5589204456300014,1.9539489820946776,0.1051,1.0
EUR,GO:Amino Sugar Catabolic Process (GO:0046348),6,2,0.5686489879177781,3.5171081677704197,0.10535,1.0
EUR,GO:Establishment Of Golgi Localization (GO:0051683),6,2,0.5686489879177781,3.5171081677704197,0.10535,1.0
EUR,GO:Intracellular pH Elevation (GO:0051454),6,2,0.5686489879177781,3.5171081677704197,0.1054,1.0
EUR,GO:Noradrenergic Neuron Differentiation (GO:0003357),6,2,0.5686489879177781,3.5171081677704197,0.10555,1.0
EUR,GO:Fatty Acid Oxidation (GO:0019395),51,8,4.833516397301114,1.655109726009609,0.10565,1.0
EUR,GO:Neuron Projection Extension (GO:1990138),35,6,3.317119096187039,1.80879848628193,0.1057,1.0
EUR,GO:RNA-mediated Gene Silencing (GO:0031047),27,5,2.5589204456300014,1.9539489820946776,0.10575,1.0
EUR,GO:Synaptic Signaling (GO:0099536),6,2,0.5686489879177781,3.5171081677704197,0.1059,1.0
EUR,GO:Positive Regulation Of Protein Polymerization (GO:0032273),68,10,6.444688529734819,1.5516653681340085,0.10605,1.0
EUR,GO:Regulation Of Mitophagy (GO:1901524),6,2,0.5686489879177781,3.5171081677704197,0.1061,1.0
EUR,GO:Nucleotide-Binding Oligomerization Domain Containing 2 Signaling Pathway (GO:0070431),6,2,0.5686489879177781,3.5171081677704197,0.10615,1.0
EUR,GO:Cytolysis By Host Of Symbiont Cells (GO:0051838),6,2,0.5686489879177781,3.5171081677704197,0.1062,1.0
EUR,GO:Positive Regulation Of Amyloid-Beta Clearance (GO:1900223),6,2,0.5686489879177781,3.5171081677704197,0.10635,1.0
EUR,GO:Hemostasis (GO:0007599),6,2,0.5686489879177781,3.5171081677704197,0.10645,1.0
EUR,GO:RIG-I Signaling Pathway (GO:0039529),6,2,0.5686489879177781,3.5171081677704197,0.10695,1.0
EUR,GO:Protein-Containing Complex Disassembly (GO:0032984),59,9,5.591715047858152,1.6095240767762935,0.10695,1.0
EUR,GO:Epidermal Growth Factor Receptor Signaling Pathway (GO:0007173),43,7,4.075317746744076,1.7176574772832283,0.107,1.0
EUR,GO:Regulation Of Transforming Growth Factor Beta1 Production (GO:0032908),6,2,0.5686489879177781,3.5171081677704197,0.1071,1.0
EUR,"KEGG:Glycine, serine and threonine metabolism",35,6,3.317119096187039,1.80879848628193,0.1079,1.0
EUR,KEGG:Systemic lupus erythematosus,121,16,11.467754589675192,1.3952164632477697,0.108,1.0
EUR,GO:Regulation Of G1/S Transition Of Mitotic Cell Cycle (GO:2000045),103,14,9.761807625921858,1.4341606121005595,0.10845,1.0
EUR,GO:Negative Regulation Of Protein Kinase B Signaling (GO:0051898),35,6,3.317119096187039,1.80879848628193,0.1086,1.0
EUR,GO:Positive Regulation Of Autophagosome Maturation (GO:1901098),6,2,0.5686489879177781,3.5171081677704197,0.10865,1.0
EUR,GO:Gene Expression (GO:0010467),279,33,26.442177938176684,1.2480061240475682,0.10915,1.0
EUR,GO:Establishment Of Spindle Orientation (GO:0051294),35,6,3.317119096187039,1.80879848628193,0.11055,1.0
EUR,KEGG:Insulin signaling pathway,131,17,12.41550290287149,1.3692558515747433,0.1111,1.0
EUR,GO:Regulation Of Meiotic Cell Cycle (GO:0051445),20,4,1.8954966263925939,2.1102649006622514,0.1118,1.0
EUR,GO:Negative Regulation Of Type II Interferon Production (GO:0032689),27,5,2.5589204456300014,1.9539489820946776,0.1119,1.0
EUR,"GO:mRNA Splicing, Via Spliceosome (GO:0000398)",195,24,18.48109210732779,1.2986245542536934,0.112,1.0
EUR,GO:Striated Muscle Cell Differentiation (GO:0051146),20,4,1.8954966263925939,2.1102649006622514,0.1124,1.0
EUR,GO:Regulation Of RNA Splicing (GO:0043484),95,13,9.00360897536482,1.4438654583478565,0.11305,1.0
EUR,GO:Nuclear-Transcribed mRNA poly(A) Tail Shortening (GO:0000289),20,4,1.8954966263925939,2.1102649006622514,0.1131,1.0
EUR,KEGG:Vasopressin-regulated water reabsorption,43,7,4.075317746744076,1.7176574772832283,0.11345,1.0
EUR,GO:Membrane Repolarization During Action Potential (GO:0086011),13,3,1.2320728071551859,2.4349210392256753,0.11385,1.0
EUR,GO:Axonogenesis (GO:0007409),176,22,16.680370312254826,1.318915562913907,0.11455,1.0
EUR,GO:Ceramide Transport (GO:0035627),13,3,1.2320728071551859,2.4349210392256753,0.11585,1.0
EUR,GO:Negative Regulation Of miRNA Transcription (GO:1902894),20,4,1.8954966263925939,2.1102649006622514,0.1161,1.0
EUR,GO:Embryonic Hemopoiesis (GO:0035162),13,3,1.2320728071551859,2.4349210392256753,0.1165,1.0
EUR,GO:Extracellular Transport (GO:0006858),13,3,1.2320728071551859,2.4349210392256753,0.11695,1.0
EUR,GO:Dephosphorylation (GO:0016311),141,18,13.363251216067786,1.3469775961673947,0.11725,1.0
EUR,GO:Protein Acetylation (GO:0006473),28,5,2.653695276949631,1.8841650898770106,0.11795,1.0
EUR,GO:Regulation Of Humoral Immune Response (GO:0002920),13,3,1.2320728071551859,2.4349210392256753,0.11795,1.0
EUR,GO:Positive Regulation Of Transporter Activity (GO:0032411),13,3,1.2320728071551859,2.4349210392256753,0.1182,1.0
EUR,GO:Innate Immune Response Activating Cell Surface Receptor Signaling Pathway (GO:0002220),28,5,2.653695276949631,1.8841650898770106,0.1185,1.0
EUR,GO:Positive Regulation Of Fibroblast Proliferation (GO:0048146),28,5,2.653695276949631,1.8841650898770106,0.1186,1.0
EUR,GO:Regulation Of IRE1-mediated Unfolded Protein Response (GO:1903894),13,3,1.2320728071551859,2.4349210392256753,0.1188,1.0
EUR,GO:Nucleic Acid Metabolic Process (GO:0090304),28,5,2.653695276949631,1.8841650898770106,0.1195,1.0
EUR,GO:Pyroptosis (GO:0070269),28,5,2.653695276949631,1.8841650898770106,0.12,1.0
EUR,GO:Peptidyl-Methionine Modification (GO:0018206),13,3,1.2320728071551859,2.4349210392256753,0.12015,1.0
EUR,GO:Peptidyl-Tyrosine Dephosphorylation (GO:0035335),28,5,2.653695276949631,1.8841650898770106,0.1204,1.0
EUR,GO:Odontogenesis (GO:0042476),36,6,3.411893927506669,1.7585540838852096,0.12085,1.0
EUR,GO:Regulation Of Calcium Ion-Dependent Exocytosis (GO:0017158),28,5,2.653695276949631,1.8841650898770106,0.12105,1.0
EUR,GO:Positive Regulation Of Keratinocyte Differentiation (GO:0045618),13,3,1.2320728071551859,2.4349210392256753,0.12125,1.0
EUR,GO:Post-Translational Protein Targeting To Endoplasmic Reticulum Membrane (GO:0006620),13,3,1.2320728071551859,2.4349210392256753,0.1214,1.0
EUR,GO:Axonemal Dynein Complex Assembly (GO:0070286),36,6,3.411893927506669,1.7585540838852096,0.12155,1.0
EUR,GO:Microtubule-Based Transport (GO:0099111),13,3,1.2320728071551859,2.4349210392256753,0.1231,1.0
EUR,GO:Positive Regulation Of Protein Tyrosine Kinase Activity (GO:0061098),36,6,3.411893927506669,1.7585540838852096,0.12325,1.0
EUR,GO:Primary Alcohol Metabolic Process (GO:0034308),13,3,1.2320728071551859,2.4349210392256753,0.12345,1.0
EUR,KEGG:Pathogenic Escherichia coli infection,188,23,17.81766828809038,1.29085352966042,0.1243,1.0
EUR,GO:Negative Regulation Of TOR Signaling (GO:0032007),53,8,5.023066059940374,1.5926527552167937,0.1268,1.0
EUR,KEGG:cGMP-PKG signaling pathway,161,20,15.25874784246038,1.3107235407840072,0.12755,1.0
EUR,GO:Negative Regulation Of Signal Transduction In Absence Of Ligand (GO:1901099),21,4,1.9902714577122234,2.009776095868811,0.12755,1.0
EUR,GO:Regulation Of Mononuclear Cell Migration (GO:0071675),21,4,1.9902714577122234,2.009776095868811,0.12945,1.0
EUR,KEGG:MicroRNAs in cancer,161,20,15.25874784246038,1.3107235407840072,0.1301,1.0
EUR,GO:Regulation Of Muscle Contraction (GO:0006937),29,5,2.748470108269261,1.8191938798812515,0.1301,1.0
EUR,GO:Regulation Of Macroautophagy (GO:0016241),89,12,8.434959987447042,1.4226504948284842,0.1302,1.0
EUR,GO:Peptidyl-Proline Hydroxylation To 4-hydroxy-L-proline (GO:0018401),7,2,0.6634238192374078,3.0146641438032167,0.1304,1.0
EUR,GO:RNA Polymerase II Preinitiation Complex Assembly (GO:0051123),53,8,5.023066059940374,1.5926527552167937,0.13055,1.0
EUR,GO:Regulation Of Intrinsic Apoptotic Signaling Pathway (GO:2001242),45,7,4.264867409383336,1.6413171449595292,0.13055,1.0
EUR,GO:Endomembrane System Organization (GO:0010256),190,23,18.00721795072964,1.2772655977692577,0.1316,1.0
EUR,GO:Female Gamete Generation (GO:0007292),29,5,2.748470108269261,1.8191938798812515,0.1317,1.0
EUR,GO:Negative Regulation Of miRNA Metabolic Process (GO:2000629),21,4,1.9902714577122234,2.009776095868811,0.13185,1.0
EUR,GO:Positive Regulation Of Cytokinesis (GO:0032467),37,6,3.5066687588262986,1.7110255951315554,0.1323,1.0
EUR,GO:mRNA Splice Site Recognition (GO:0006376),29,5,2.748470108269261,1.8191938798812515,0.13265,1.0
EUR,GO:Autophagosome Assembly (GO:0000045),62,9,5.876039541817041,1.5316438795129246,0.1327,1.0
EUR,GO:Negative Regulation Of Protein Import Into Nucleus (GO:0042308),7,2,0.6634238192374078,3.0146641438032167,0.1327,1.0
EUR,GO:Regulation Of Histone Acetylation (GO:0035065),21,4,1.9902714577122234,2.009776095868811,0.13325,1.0
EUR,GO:Regulation Of Transcription By RNA Polymerase I (GO:0006356),29,5,2.748470108269261,1.8191938798812515,0.1333,1.0
EUR,KEGG:Parkinson disease,228,27,21.60866154087557,1.249498954339491,0.13335,1.0
EUR,GO:Negative Regulation Of Extrinsic Apoptotic Signaling Pathway In Absence Of Ligand (GO:2001240),21,4,1.9902714577122234,2.009776095868811,0.1334,1.0
EUR,GO:Negative Regulation Of Fatty Acid Biosynthetic Process (GO:0045717),14,3,1.3268476384748156,2.2609981078524126,0.1335,1.0
EUR,"GO:Heparan Sulfate Proteoglycan Biosynthetic Process, Polysaccharide Chain Biosynthetic Process (GO:0015014)",7,2,0.6634238192374078,3.0146641438032167,0.1337,1.0
EUR,GO:Integrated Stress Response Signaling (GO:0140467),29,5,2.748470108269261,1.8191938798812515,0.13375,1.0
EUR,GO:Protein Complex Oligomerization (GO:0051259),98,13,9.28793346932371,1.3996654953372076,0.13465,1.0
EUR,GO:Regulation Of DNA Methylation (GO:0044030),7,2,0.6634238192374078,3.0146641438032167,0.13475,1.0
EUR,GO:Negative Regulation Of Myeloid Leukocyte Differentiation (GO:0002762),29,5,2.748470108269261,1.8191938798812515,0.1349,1.0
EUR,GO:Phosphatidic Acid Biosynthetic Process (GO:0006654),29,5,2.748470108269261,1.8191938798812515,0.1349,1.0
EUR,GO:Establishment Of Mitotic Spindle Orientation (GO:0000132),29,5,2.748470108269261,1.8191938798812515,0.13535,1.0
EUR,GO:Negative Regulation Of Inflammatory Response To Wounding (GO:0106015),7,2,0.6634238192374078,3.0146641438032167,0.1354,1.0
EUR,KEGG:Regulation of lipolysis in adipocytes,54,8,5.117840891260003,1.563159185675742,0.1355,1.0
EUR,GO:Regulation Of Actin Filament Length (GO:0030832),7,2,0.6634238192374078,3.0146641438032167,0.1355,1.0
EUR,GO:UV Protection (GO:0009650),7,2,0.6634238192374078,3.0146641438032167,0.13555,1.0
EUR,GO:Multi-Ciliated Epithelial Cell Differentiation (GO:1903251),7,2,0.6634238192374078,3.0146641438032167,0.13565,1.0
EUR,GO:Postsynaptic Density Organization (GO:0097106),7,2,0.6634238192374078,3.0146641438032167,0.13565,1.0
EUR,GO:Regulation Of Cell Cycle Process (GO:0010564),125,16,11.84685391495371,1.350569536423841,0.1358,1.0
EUR,KEGG:Proximal tubule bicarbonate reclamation,21,4,1.9902714577122234,2.009776095868811,0.13585,1.0
EUR,GO:Cellular Respiration (GO:0045333),80,11,7.5819865055703755,1.450807119205298,0.136,1.0
EUR,GO:Cobalamin Transport (GO:0015889),7,2,0.6634238192374078,3.0146641438032167,0.1361,1.0
EUR,GO:Negative Regulation Of Peptidyl-Lysine Acetylation (GO:2000757),7,2,0.6634238192374078,3.0146641438032167,0.1362,1.0
EUR,GO:mRNA Processing (GO:0006397),199,24,18.860191432606307,1.2725215481380412,0.13625,1.0
EUR,GO:Negative Regulation Of Delayed Rectifier Potassium Channel Activity (GO:1902260),7,2,0.6634238192374078,3.0146641438032167,0.1363,1.0
EUR,GO:Regulation Of Dopamine Receptor Signaling Pathway (GO:0060159),7,2,0.6634238192374078,3.0146641438032167,0.1364,1.0
EUR,GO:Positive Regulation Of Gluconeogenesis (GO:0045722),7,2,0.6634238192374078,3.0146641438032167,0.1369,1.0
EUR,GO:Regulation Of Heterochromatin Formation (GO:0031445),7,2,0.6634238192374078,3.0146641438032167,0.1369,1.0
EUR,GO:CD40 Signaling Pathway (GO:0023035),7,2,0.6634238192374078,3.0146641438032167,0.1371,1.0
EUR,GO:Regulation Of mRNA Metabolic Process (GO:1903311),14,3,1.3268476384748156,2.2609981078524126,0.1372,1.0
EUR,GO:Regulation Of Nuclear Cell Cycle DNA Replication (GO:0033262),7,2,0.6634238192374078,3.0146641438032167,0.1374,1.0
EUR,GO:Histone mRNA Catabolic Process (GO:0071044),14,3,1.3268476384748156,2.2609981078524126,0.1376,1.0
EUR,GO:Regulation Of Stem Cell Population Maintenance (GO:2000036),54,8,5.117840891260003,1.563159185675742,0.1376,1.0
EUR,GO:Regulation Of Activation Of Janus Kinase Activity (GO:0010533),7,2,0.6634238192374078,3.0146641438032167,0.13815,1.0
EUR,GO:Regulation Of Cholesterol Biosynthetic Process (GO:0045540),14,3,1.3268476384748156,2.2609981078524126,0.13815,1.0
EUR,GO:siRNA Processing (GO:0030422),7,2,0.6634238192374078,3.0146641438032167,0.1382,1.0
EUR,GO:Cellular Biogenic Amine Catabolic Process (GO:0042402),7,2,0.6634238192374078,3.0146641438032167,0.1384,1.0
EUR,GO:Myoblast Migration (GO:0051451),7,2,0.6634238192374078,3.0146641438032167,0.1384,1.0
EUR,GO:Late Nucleophagy (GO:0044805),7,2,0.6634238192374078,3.0146641438032167,0.13885,1.0
EUR,GO:Regulation Of Clathrin-Dependent Endocytosis (GO:2000369),14,3,1.3268476384748156,2.2609981078524126,0.13895,1.0
EUR,GO:Positive Regulation Of Tooth Mineralization (GO:0070172),7,2,0.6634238192374078,3.0146641438032167,0.13925,1.0
EUR,GO:SREBP Signaling Pathway (GO:0032933),7,2,0.6634238192374078,3.0146641438032167,0.1394,1.0
EUR,GO:Deadenylation-Dependent Decapping Of Nuclear-Transcribed mRNA (GO:0000290),7,2,0.6634238192374078,3.0146641438032167,0.1394,1.0
EUR,GO:Mitophagy (GO:0000423),14,3,1.3268476384748156,2.2609981078524126,0.13945,1.0
EUR,GO:Negative Regulation Of Actin Nucleation (GO:0051126),7,2,0.6634238192374078,3.0146641438032167,0.13945,1.0
EUR,GO:Positive Regulation Of Membrane Invagination (GO:1905155),7,2,0.6634238192374078,3.0146641438032167,0.1395,1.0
EUR,GO:Positive Regulation Of Mitochondrial Calcium Ion Concentration (GO:0051561),7,2,0.6634238192374078,3.0146641438032167,0.13955,1.0
EUR,GO:Ubiquitin-Dependent ERAD Pathway (GO:0030433),72,10,6.823787855013338,1.465461736571008,0.1397,1.0
EUR,GO:Regulation Of Apoptotic Cell Clearance (GO:2000425),7,2,0.6634238192374078,3.0146641438032167,0.14015,1.0
EUR,KEGG:Arginine and proline metabolism,46,7,4.359642240702966,1.6056363374604088,0.14025,1.0
EUR,GO:3'-UTR-mediated mRNA Stabilization (GO:0070935),14,3,1.3268476384748156,2.2609981078524126,0.1406,1.0
EUR,GO:U4 snRNA 3'-End Processing (GO:0034475),7,2,0.6634238192374078,3.0146641438032167,0.14075,1.0
EUR,"GO:Post-Translational Protein Targeting To Membrane, Translocation (GO:0031204)",7,2,0.6634238192374078,3.0146641438032167,0.1409,1.0
EUR,"GO:Mitochondrial Electron Transport, Cytochrome C To Oxygen (GO:0006123)",14,3,1.3268476384748156,2.2609981078524126,0.1412,1.0
EUR,GO:Membrane Repolarization During Cardiac Muscle Cell Action Potential (GO:0086013),14,3,1.3268476384748156,2.2609981078524126,0.1413,1.0
EUR,GO:Antiviral Innate Immune Response (GO:0140374),46,7,4.359642240702966,1.6056363374604088,0.1414,1.0
EUR,GO:Protein Kinase A Signaling (GO:0010737),14,3,1.3268476384748156,2.2609981078524126,0.14165,1.0
EUR,GO:Regulation Of Establishment Of Protein Localization (GO:0070201),14,3,1.3268476384748156,2.2609981078524126,0.1418,1.0
EUR,GO:Positive Regulation Of Dendritic Spine Morphogenesis (GO:0061003),7,2,0.6634238192374078,3.0146641438032167,0.142,1.0
EUR,GO:DNA Alkylation (GO:0006305),14,3,1.3268476384748156,2.2609981078524126,0.14225,1.0
EUR,GO:Regulation Of Exit From Mitosis (GO:0007096),14,3,1.3268476384748156,2.2609981078524126,0.1424,1.0
EUR,GO:Striated Muscle Cell Development (GO:0055002),14,3,1.3268476384748156,2.2609981078524126,0.14255,1.0
EUR,KEGG:Huntington disease,287,33,27.20037658873372,1.2132184968964164,0.14295,1.0
EUR,GO:Mitochondrial Calcium Ion Transmembrane Transport (GO:0006851),14,3,1.3268476384748156,2.2609981078524126,0.1435,1.0
EUR,GO:Epithelial To Mesenchymal Transition (GO:0001837),46,7,4.359642240702966,1.6056363374604088,0.1437,1.0
EUR,KEGG:Salmonella infection,240,28,22.745959516711125,1.2309878587196468,0.14465,1.0
EUR,GO:Vacuolar Transport (GO:0007034),46,7,4.359642240702966,1.6056363374604088,0.1447,1.0
EUR,KEGG:beta-Alanine metabolism,30,5,2.8432449395888906,1.7585540838852098,0.1451,1.0
EUR,GO:Chemokine-Mediated Signaling Pathway (GO:0070098),55,8,5.212615722579633,1.5347381095725465,0.14515,1.0
EUR,GO:mRNA Export From Nucleus (GO:0006406),55,8,5.212615722579633,1.5347381095725465,0.14565,1.0
EUR,GO:Positive Regulation Of Stem Cell Population Maintenance (GO:1902459),38,6,3.6014435901459283,1.6659986057859881,0.14575,1.0
EUR,GO:Transcription Initiation At RNA Polymerase II Promoter (GO:0006367),73,10,6.918562686332967,1.4453869182618162,0.1458,1.0
EUR,GO:Internal Peptidyl-Lysine Acetylation (GO:0018393),38,6,3.6014435901459283,1.6659986057859881,0.14595,1.0
EUR,GO:Regulation Of Cholesterol Metabolic Process (GO:0090181),22,4,2.0850462890318533,1.9184226369656832,0.1475,1.0
EUR,KEGG:Acute myeloid leukemia,64,9,6.0655892044563,1.4837800082781456,0.14775,1.0
EUR,GO:Negative Regulation Of Axon Extension (GO:0030517),30,5,2.8432449395888906,1.7585540838852098,0.14885,1.0
EUR,GO:Heterochromatin Organization (GO:0070828),38,6,3.6014435901459283,1.6659986057859881,0.149,1.0
EUR,GO:Membrane Fission (GO:0090148),38,6,3.6014435901459283,1.6659986057859881,0.14915,1.0
EUR,GO:Organelle Fission (GO:0048285),22,4,2.0850462890318533,1.9184226369656832,0.14955,1.0
EUR,GO:Regulation Of Ubiquitin-Protein Transferase Activity (GO:0051438),30,5,2.8432449395888906,1.7585540838852098,0.1498,1.0
EUR,GO:DNA Repair (GO:0006281),278,32,26.347403106857055,1.2145409500214397,0.14985,1.0
EUR,GO:Small GTPase Mediated Signal Transduction (GO:0007264),109,14,10.330456613839637,1.3552159912509871,0.1507,1.0
EUR,GO:Spindle Assembly (GO:0051225),73,10,6.918562686332967,1.4453869182618162,0.151,1.0
EUR,GO:Protein K48-linked Deubiquitination (GO:0071108),22,4,2.0850462890318533,1.9184226369656832,0.1512,1.0
EUR,GO:Positive Regulation Of Interleukin-6 Production (GO:0032755),73,10,6.918562686332967,1.4453869182618162,0.1531,1.0
EUR,KEGG:Thermogenesis,213,25,20.187039071081124,1.2384183689332462,0.1533,1.0
EUR,KEGG:Transcriptional misregulation in cancer,184,22,17.438568962811864,1.2615714080046068,0.1541,1.0
EUR,GO:Regulation Of Response To Biotic Stimulus (GO:0002831),30,5,2.8432449395888906,1.7585540838852098,0.15455,1.0
EUR,KEGG:Hedgehog signaling pathway,56,8,5.307390553899262,1.5073320719016083,0.15695,1.0
EUR,KEGG:Chronic myeloid leukemia,74,10,7.013337517652597,1.4258546626096293,0.15835,1.0
EUR,KEGG:IL-17 signaling pathway,92,12,8.719284481405932,1.3762597178232074,0.15915,1.0
EUR,GO:DNA Duplex Unwinding (GO:0032508),39,6,3.696218421465558,1.6232806928171166,0.1597,1.0
EUR,GO:Negative Regulation Of Canonical Wnt Signaling Pathway (GO:0090090),110,14,10.425231445159266,1.3428958458759783,0.1597,1.0
EUR,KEGG:Spinocerebellar ataxia,138,17,13.078926722108896,1.2998008446108071,0.1598,1.0
EUR,GO:Positive Regulation Of Glucose Metabolic Process (GO:0010907),15,3,1.4216224697944453,2.110264900662252,0.1602,1.0
EUR,GO:Megakaryocyte Differentiation (GO:0030219),15,3,1.4216224697944453,2.110264900662252,0.1605,1.0
EUR,GO:Cellular Response To Lipid (GO:0071396),223,26,21.13478738427742,1.230199269444362,0.1606,1.0
EUR,GO:Folic Acid-Containing Compound Metabolic Process (GO:0006760),15,3,1.4216224697944453,2.110264900662252,0.16135,1.0
EUR,GO:Regulation Of Cytokine-Mediated Signaling Pathway (GO:0001959),39,6,3.696218421465558,1.6232806928171166,0.1621,1.0
EUR,GO:Dendritic Cell Chemotaxis (GO:0002407),15,3,1.4216224697944453,2.110264900662252,0.1636,1.0
EUR,GO:Regulation Of NLRP3 Inflammasome Complex Assembly (GO:1900225),31,5,2.9380197709085203,1.7018265327921385,0.16455,1.0
EUR,GO:Positive Regulation Of Syncytium Formation By Plasma Membrane Fusion (GO:0060143),15,3,1.4216224697944453,2.110264900662252,0.1646,1.0
EUR,GO:Regulation Of Epidermis Development (GO:0045682),8,2,0.7581986505570375,2.6378311258278146,0.16475,1.0
EUR,GO:Ventricular Cardiac Muscle Cell Action Potential (GO:0086005),15,3,1.4216224697944453,2.110264900662252,0.1651,1.0
EUR,GO:Negative Regulation Of Oxidative Stress-Induced Intrinsic Apoptotic Signaling Pathway (GO:1902176),15,3,1.4216224697944453,2.110264900662252,0.1654,1.0
EUR,GO:Regulation Of Aerobic Respiration (GO:1903715),15,3,1.4216224697944453,2.110264900662252,0.1654,1.0
EUR,GO:Oogenesis (GO:0048477),15,3,1.4216224697944453,2.110264900662252,0.16565,1.0
EUR,GO:Cellular Response To Fatty Acid (GO:0071398),15,3,1.4216224697944453,2.110264900662252,0.16575,1.0
EUR,GO:Regulation Of Oxidative Phosphorylation (GO:0002082),15,3,1.4216224697944453,2.110264900662252,0.166,1.0
EUR,GO:Embryonic Forelimb Morphogenesis (GO:0035115),8,2,0.7581986505570375,2.6378311258278146,0.16625,1.0
EUR,GO:Negative Regulation Of Epithelial Cell Differentiation (GO:0030857),15,3,1.4216224697944453,2.110264900662252,0.1663,1.0
EUR,GO:Regulation Of Autophagosome Maturation (GO:1901096),15,3,1.4216224697944453,2.110264900662252,0.1663,1.0
EUR,GO:Pyrimidine-Containing Compound Metabolic Process (GO:0072527),8,2,0.7581986505570375,2.6378311258278146,0.16645,1.0
EUR,GO:tRNA Threonylcarbamoyladenosine Metabolic Process (GO:0070525),8,2,0.7581986505570375,2.6378311258278146,0.1667,1.0
EUR,GO:Negative Regulation Of Cell Junction Assembly (GO:1901889),23,4,2.179821120351483,1.83501295709761,0.16685,1.0
EUR,GO:Multivesicular Body Sorting Pathway (GO:0071985),23,4,2.179821120351483,1.83501295709761,0.1669,1.0
EUR,GO:DNA Double-Strand Break Processing (GO:0000729),15,3,1.4216224697944453,2.110264900662252,0.16705,1.0
EUR,GO:miRNA Metabolic Process (GO:0010586),15,3,1.4216224697944453,2.110264900662252,0.16705,1.0
EUR,GO:Cellular Response To Chemokine (GO:1990869),57,8,5.4021653852188924,1.480887649587545,0.1671,1.0
EUR,GO:Intracellular Sterol Transport (GO:0032366),15,3,1.4216224697944453,2.110264900662252,0.16775,1.0
EUR,KEGG:Riboflavin metabolism,8,2,0.7581986505570375,2.6378311258278146,0.16795,1.0
EUR,GO:Negative Regulation Of Defense Response (GO:0031348),111,14,10.520006276478895,1.3307976851023209,0.168,1.0
EUR,GO:Organelle Organization (GO:0006996),400,44,37.90993252785187,1.1606456953642386,0.168,1.0
EUR,GO:Cell Chemotaxis (GO:0060326),48,7,4.549191903342225,1.5387348233995586,0.1687,1.0
EUR,GO:Positive Regulation Of Glucose Transmembrane Transport (GO:0010828),31,5,2.9380197709085203,1.7018265327921385,0.1687,1.0
EUR,GO:Regulation Of Cell Junction Assembly (GO:1901888),23,4,2.179821120351483,1.83501295709761,0.1689,1.0
EUR,GO:Cellular Response To Sterol Depletion (GO:0071501),8,2,0.7581986505570375,2.6378311258278146,0.16915,1.0
EUR,GO:Fat-Soluble Vitamin Catabolic Process (GO:0042363),8,2,0.7581986505570375,2.6378311258278146,0.1692,1.0
EUR,GO:Astral Microtubule Organization (GO:0030953),8,2,0.7581986505570375,2.6378311258278146,0.16965,1.0
EUR,GO:Negative Regulation Of Platelet Aggregation (GO:0090331),8,2,0.7581986505570375,2.6378311258278146,0.16965,1.0
EUR,GO:Protein Localization To Perinuclear Region Of Cytoplasm (GO:1905719),8,2,0.7581986505570375,2.6378311258278146,0.16965,1.0
